female_prop_per_calss,year,ratios,ratios_count,schools_char,char_count,teachers_gender,teachers_gender_count,pupils_gender,pupils_gender_count
48.1,2018,pupil_to_teacher,17.6,number_schools,4576,teachers_all,63642,pupils_male,582903
48.1,2018,pupil_to_teacher,17.6,number_schools,4576,teachers_all,63642,pupils_all,1122693
48.1,2019,pupil_to_class,23.9,taught_classes,48008,teachers_female,39626,pupils_female,552518
48.1,2019,pupil_to_class,23.9,taught_classes,48008,teachers_female,39626,pupils_male,596727
48.1,2019,pupil_to_class,23.9,taught_classes,48008,teachers_female,39626,pupils_all,1149245
48.1,2019,pupil_to_class,23.9,taught_classes,48008,teachers_male,23602,pupils_female,552518
48.1,2019,pupil_to_class,23.9,taught_classes,48008,teachers_male,23602,pupils_male,596727
48.1,2019,pupil_to_class,23.9,taught_classes,48008,teachers_male,23602,pupils_all,1149245
48.1,2019,pupil_to_class,23.9,taught_classes,48008,teachers_all,63228,pupils_female,552518
48.1,2019,pupil_to_class,23.9,taught_classes,48008,teachers_all,63228,pupils_male,596727
48.1,2019,pupil_to_class,23.9,taught_classes,48008,teachers_all,63228,pupils_all,1149245
48.1,2019,pupil_to_class,23.9,number_classerooms,27467,teachers_female,39626,pupils_female,552518
48.1,2019,pupil_to_class,23.9,number_classerooms,27467,teachers_female,39626,pupils_male,596727
48.1,2019,pupil_to_class,23.9,number_classerooms,27467,teachers_female,39626,pupils_all,1149245
48.1,2019,pupil_to_class,23.9,number_classerooms,27467,teachers_male,23602,pupils_female,552518
48.1,2019,pupil_to_class,23.9,number_classerooms,27467,teachers_male,23602,pupils_male,596727
48.1,2019,pupil_to_class,23.9,number_classerooms,27467,teachers_male,23602,pupils_all,1149245
48.1,2019,pupil_to_class,23.9,number_classerooms,27467,teachers_all,63228,pupils_female,552518
48.1,2019,pupil_to_class,23.9,number_classerooms,27467,teachers_all,63228,pupils_male,596727
48.1,2019,pupil_to_class,23.9,number_classerooms,27467,teachers_all,63228,pupils_all,1149245
48.1,2019,pupil_to_class,23.9,number_schools,4583,teachers_female,39626,pupils_female,552518
48.1,2019,pupil_to_class,23.9,number_schools,4583,teachers_female,39626,pupils_male,596727
48.1,2019,pupil_to_class,23.9,number_schools,4583,teachers_female,39626,pupils_all,1149245
48.1,2019,pupil_to_class,23.9,number_schools,4583,teachers_male,23602,pupils_female,552518
48.1,2019,pupil_to_class,23.9,number_schools,4583,teachers_male,23602,pupils_male,596727
48.1,2019,pupil_to_class,23.9,number_schools,4583,teachers_male,23602,pupils_all,1149245
48.1,2019,pupil_to_class,23.9,number_schools,4583,teachers_all,63228,pupils_female,552518
48.1,2019,pupil_to_class,23.9,number_schools,4583,teachers_all,63228,pupils_male,596727
48.1,2019,pupil_to_class,23.9,number_schools,4583,teachers_all,63228,pupils_all,1149245
48.1,2019,pupil_to_teacher,18.2,taught_classes,48008,teachers_female,39626,pupils_female,552518
48.1,2019,pupil_to_teacher,18.2,taught_classes,48008,teachers_female,39626,pupils_male,596727
48.1,2019,pupil_to_teacher,18.2,taught_classes,48008,teachers_female,39626,pupils_all,1149245
48.1,2019,pupil_to_teacher,18.2,taught_classes,48008,teachers_male,23602,pupils_female,552518
48.1,2019,pupil_to_teacher,18.2,taught_classes,48008,teachers_male,23602,pupils_male,596727
48.1,2019,pupil_to_teacher,18.2,taught_classes,48008,teachers_male,23602,pupils_all,1149245
48.1,2019,pupil_to_teacher,18.2,taught_classes,48008,teachers_all,63228,pupils_female,552518
48.1,2019,pupil_to_teacher,18.2,taught_classes,48008,teachers_all,63228,pupils_male,596727
48.1,2019,pupil_to_teacher,18.2,taught_classes,48008,teachers_all,63228,pupils_all,1149245
48.1,2019,pupil_to_teacher,18.2,number_classerooms,27467,teachers_female,39626,pupils_female,552518
48.1,2019,pupil_to_teacher,18.2,number_classerooms,27467,teachers_female,39626,pupils_male,596727
48.1,2019,pupil_to_teacher,18.2,number_classerooms,27467,teachers_female,39626,pupils_all,1149245
48.1,2019,pupil_to_teacher,18.2,number_classerooms,27467,teachers_male,23602,pupils_female,552518
48.1,2019,pupil_to_teacher,18.2,number_classerooms,27467,teachers_male,23602,pupils_male,596727
48.1,2019,pupil_to_teacher,18.2,number_classerooms,27467,teachers_male,23602,pupils_all,1149245
48.1,2019,pupil_to_teacher,18.2,number_classerooms,27467,teachers_all,63228,pupils_female,552518
48.1,2019,pupil_to_teacher,18.2,number_classerooms,27467,teachers_all,63228,pupils_male,596727
48.1,2019,pupil_to_teacher,18.2,number_classerooms,27467,teachers_all,63228,pupils_all,1149245
48.1,2019,pupil_to_teacher,18.2,number_schools,4583,teachers_female,39626,pupils_female,552518
48.1,2019,pupil_to_teacher,18.2,number_schools,4583,teachers_female,39626,pupils_male,596727
48.1,2019,pupil_to_teacher,18.2,number_schools,4583,teachers_female,39626,pupils_all,1149245
48.1,2019,pupil_to_teacher,18.2,number_schools,4583,teachers_male,23602,pupils_female,552518
48.1,2019,pupil_to_teacher,18.2,number_schools,4583,teachers_male,23602,pupils_male,596727
48.1,2019,pupil_to_teacher,18.2,number_schools,4583,teachers_male,23602,pupils_all,1149245
48.1,2019,pupil_to_teacher,18.2,number_schools,4583,teachers_all,63228,pupils_female,552518
48.1,2019,pupil_to_teacher,18.2,number_schools,4583,teachers_all,63228,pupils_male,596727
48.1,2019,pupil_to_teacher,18.2,number_schools,4583,teachers_all,63228,pupils_all,1149245
